Event_ID,Session_ID,Funnel_Step,Step_Number,Event_Time,Restaurant_Name,Cuisine,Order_Value,Payment_Method,Delivery_Time_Mins
EVT2884,SES1535,Restaurant Viewed,2,2024-02-27 00:05:00,Barbeque Nation,Chinese,,,
EVT2885,SES1535,Menu Opened,3,2024-02-27 00:06:00,McDonalds,South Indian,,,
EVT2886,SES1535,Item Added to Cart,4,2024-02-27 00:06:00,Box8,North Indian,,,
EVT2887,SES1536,App Opened,1,2024-01-07 00:01:00,,,,,
EVT2888,SES1536,Restaurant Viewed,2,2024-01-07 00:05:00,Wow Momo,Chinese,,,
EVT2889,SES1536,Menu Opened,3,2024-01-07 00:05:00,Box8,South Indian,,,
EVT2890,SES1536,Item Added to Cart,4,2024-01-07 00:06:00,Barbeque Nation,Chinese,,,
EVT2891,SES1537,App Opened,1,2024-08-03 00:01:00,,,,,
EVT2892,SES1537,Restaurant Viewed,2,2024-08-03 00:03:00,Haldirams,North Indian,,,
EVT2893,SES1537,Menu Opened,3,2024-08-03 00:05:00,Barbeque Nation,North Indian,,,
EVT2894,SES1537,Order Delivered,7,2024-08-03 00:15:00,McDonalds,Chinese,254.19,Wallet,43
EVT2895,SES1538,App Opened,1,2024-02-07 00:02:00,,,,,
EVT2896,SES1538,Restaurant Viewed,2,2024-02-07 00:05:00,McDonalds,South Indian,,,
EVT2897,SES1538,Item Added to Cart,4,2024-02-07 00:06:00,Dominos,Desserts,,,
EVT2898,SES1538,Order Placed,5,2024-02-07 00:10:00,Chai Point,Beverages,567.82,,
EVT2899,SES1539,App Opened,1,2024-04-20 00:03:00,,,,,
EVT2900,SES1539,Item Added to Cart,4,2024-04-20 00:09:00,Barbeque Nation,Desserts,,,
EVT2901,SES1539,Order Placed,5,2024-04-20 00:11:00,McDonalds,North Indian,228.96,,
EVT2902,SES1540,App Opened,1,2024-12-30 00:03:00,,,,,
EVT2903,SES1540,Restaurant Viewed,2,2024-12-30 00:04:00,Paradise Biryani,North Indian,,,
EVT2904,SES1540,Menu Opened,3,2024-12-30 00:05:00,Burger King,Pizza,,,
EVT2905,SES1540,Payment Completed,6,2024-12-30 00:11:00,Barbeque Nation,Desserts,256.03,UPI,
EVT2906,SES1541,App Opened,1,2024-10-01 00:02:00,,,,,
EVT2907,SES1541,Restaurant Viewed,2,2024-10-01 00:05:00,Chai Point,Fast Food,,,
EVT2908,SES1541,Payment Completed,6,2024-10-01 00:11:00,Dominos,Biryani,349.31,Debit Card,
EVT2909,SES1542,App Opened,1,2024-09-18 00:03:00,,,,,
EVT2910,SES1542,Restaurant Viewed,2,2024-09-18 00:04:00,Paradise Biryani,Beverages,,,
EVT2911,SES1542,Menu Opened,3,2024-09-18 00:07:00,Dominos,Fast Food,,,
EVT2912,SES1542,Item Added to Cart,4,2024-09-18 00:08:00,Faasos,Chinese,,,
EVT2913,SES1542,Order Placed,5,2024-09-18 00:08:00,McDonalds,Biryani,123.12,,
EVT2914,SES1543,App Opened,1,2024-10-27 00:03:00,,,,,
EVT2915,SES1543,Restaurant Viewed,2,2024-10-27 00:05:00,Paradise Biryani,Fast Food,,,
EVT2916,SES1543,Menu Opened,3,2024-10-27 00:04:00,Faasos,South Indian,,,
EVT2917,SES1544,App Opened,1,2024-05-05 00:00:00,,,,,
EVT2918,SES1544,Menu Opened,3,2024-05-05 00:07:00,Paradise Biryani,Beverages,,,
EVT2919,SES1544,Payment Completed,6,2024-05-05 00:11:00,Dominos,Desserts,278.55,Credit Card,
EVT2920,SES1544,Order Delivered,7,2024-05-05 00:14:00,Burger King,Chinese,220.04,Wallet,32
EVT2921,SES1545,App Opened,1,2024-11-07 00:01:00,,,,,
EVT2922,SES1545,Restaurant Viewed,2,2024-11-07 00:04:00,Haldirams,North Indian,,,
EVT2923,SES1545,Item Added to Cart,4,2024-11-07 00:06:00,Barbeque Nation,Beverages,,,
EVT2924,SES1545,Payment Completed,6,2024-11-07 00:11:00,Chai Point,South Indian,137.58,Cash on Delivery,
EVT2925,SES1546,App Opened,1,2024-01-07 00:02:00,,,,,
EVT2926,SES1546,Item Added to Cart,4,2024-01-07 00:08:00,Paradise Biryani,Chinese,,,
EVT2927,SES1547,App Opened,1,2024-09-24 00:01:00,,,,,
EVT2928,SES1547,Restaurant Viewed,2,2024-09-24 00:02:00,Wow Momo,Beverages,,,
EVT2929,SES1547,Menu Opened,3,2024-09-24 00:06:00,Chai Point,Desserts,,,
EVT2930,SES1547,Item Added to Cart,4,2024-09-24 00:08:00,Barbeque Nation,South Indian,,,
EVT2931,SES1548,App Opened,1,2024-05-17 00:01:00,,,,,
EVT2932,SES1548,Restaurant Viewed,2,2024-05-17 00:03:00,Dominos,Fast Food,,,
EVT2933,SES1548,Menu Opened,3,2024-05-17 00:07:00,Wow Momo,Fast Food,,,
EVT2934,SES1548,Item Added to Cart,4,2024-05-17 00:07:00,McDonalds,Beverages,,,
EVT2935,SES1549,App Opened,1,2024-09-25 00:00:00,,,,,
EVT2936,SES1549,Restaurant Viewed,2,2024-09-25 00:05:00,McDonalds,Desserts,,,
EVT2937,SES1549,Menu Opened,3,2024-09-25 00:04:00,Paradise Biryani,Fast Food,,,
EVT2938,SES1549,Item Added to Cart,4,2024-09-25 00:07:00,Chai Point,Beverages,,,
EVT2939,SES1549,Order Delivered,7,2024-09-25 00:15:00,Haldirams,Biryani,255.13,Credit Card,41
EVT2940,SES1550,App Opened,1,2024-08-21 00:02:00,,,,,
EVT2941,SES1550,Restaurant Viewed,2,2024-08-21 00:02:00,Dominos,South Indian,,,
EVT2942,SES1550,Menu Opened,3,2024-08-21 00:04:00,McDonalds,Desserts,,,
EVT2943,SES1550,Order Placed,5,2024-08-21 00:09:00,Burger King,North Indian,419.27,,
EVT2944,SES1550,Payment Completed,6,2024-08-21 00:12:00,Paradise Biryani,Fast Food,559.56,UPI,
EVT2945,SES1550,Order Delivered,7,2024-08-21 00:14:00,Paradise Biryani,South Indian,108.04,Wallet,25
EVT2946,SES1551,App Opened,1,2024-03-21 00:00:00,,,,,
EVT2947,SES1551,Menu Opened,3,2024-03-21 00:05:00,Wow Momo,Beverages,,,
EVT2948,SES1551,Item Added to Cart,4,2024-03-21 00:08:00,Box8,South Indian,,,
EVT2949,SES1551,Order Delivered,7,2024-03-21 00:14:00,McDonalds,South Indian,437.42,Credit Card,38
EVT2950,SES1552,App Opened,1,2024-09-17 00:02:00,,,,,
EVT2951,SES1552,Restaurant Viewed,2,2024-09-17 00:05:00,Chai Point,Fast Food,,,
EVT2952,SES1552,Item Added to Cart,4,2024-09-17 00:09:00,Wow Momo,Pizza,,,
EVT2953,SES1553,App Opened,1,2024-08-29 00:03:00,,,,,
EVT2954,SES1553,Restaurant Viewed,2,2024-08-29 00:03:00,Burger King,South Indian,,,
EVT2955,SES1553,Menu Opened,3,2024-08-29 00:04:00,McDonalds,South Indian,,,
EVT2956,SES1553,Order Placed,5,2024-08-29 00:08:00,Barbeque Nation,Fast Food,575.16,,
EVT2957,SES1554,App Opened,1,2024-10-10 00:00:00,,,,,
EVT2958,SES1555,App Opened,1,2024-06-12 00:00:00,,,,,
EVT2959,SES1555,Restaurant Viewed,2,2024-06-12 00:05:00,Haldirams,Fast Food,,,
EVT2960,SES1555,Menu Opened,3,2024-06-12 00:04:00,Barbeque Nation,Desserts,,,
EVT2961,SES1555,Item Added to Cart,4,2024-06-12 00:09:00,Chai Point,Desserts,,,
EVT2962,SES1556,App Opened,1,2024-09-14 00:03:00,,,,,
EVT2963,SES1556,Restaurant Viewed,2,2024-09-14 00:03:00,Burger King,Chinese,,,
EVT2964,SES1556,Item Added to Cart,4,2024-09-14 00:09:00,Paradise Biryani,Chinese,,,
EVT2965,SES1556,Order Placed,5,2024-09-14 00:09:00,Haldirams,Beverages,769.09,,
EVT2966,SES1557,App Opened,1,2024-02-05 00:00:00,,,,,
EVT2967,SES1557,Restaurant Viewed,2,2024-02-05 00:04:00,Box8,Fast Food,,,
EVT2968,SES1557,Menu Opened,3,2024-02-05 00:04:00,Chai Point,Pizza,,,
EVT2969,SES1557,Item Added to Cart,4,2024-02-05 00:08:00,Faasos,Biryani,,,
EVT2970,SES1558,App Opened,1,2024-10-10 00:01:00,,,,,
EVT2971,SES1558,Restaurant Viewed,2,2024-10-10 00:02:00,Chai Point,Biryani,,,
EVT2972,SES1558,Menu Opened,3,2024-10-10 00:07:00,Burger King,Biryani,,,
EVT2973,SES1558,Item Added to Cart,4,2024-10-10 00:09:00,Box8,South Indian,,,
EVT2974,SES1559,App Opened,1,2024-10-15 00:01:00,,,,,
EVT2975,SES1559,Item Added to Cart,4,2024-10-15 00:08:00,Barbeque Nation,North Indian,,,
EVT2976,SES1560,App Opened,1,2024-10-29 00:00:00,,,,,
EVT2977,SES1560,Restaurant Viewed,2,2024-10-29 00:02:00,Haldirams,Beverages,,,
EVT2978,SES1560,Menu Opened,3,2024-10-29 00:04:00,Wow Momo,North Indian,,,
EVT2979,SES1561,App Opened,1,2024-01-04 00:03:00,,,,,
EVT2980,SES1561,Restaurant Viewed,2,2024-01-04 00:04:00,Box8,North Indian,,,
EVT2981,SES1561,Menu Opened,3,2024-01-04 00:05:00,Faasos,Biryani,,,
EVT2982,SES1562,App Opened,1,2024-12-21 00:01:00,,,,,
EVT2983,SES1562,Restaurant Viewed,2,2024-12-21 00:03:00,Burger King,Desserts,,,
EVT2984,SES1562,Menu Opened,3,2024-12-21 00:05:00,Chai Point,North Indian,,,
EVT2985,SES1562,Item Added to Cart,4,2024-12-21 00:08:00,McDonalds,Biryani,,,
EVT2986,SES1563,App Opened,1,2024-06-06 00:01:00,,,,,
EVT2987,SES1563,Restaurant Viewed,2,2024-06-06 00:04:00,Barbeque Nation,South Indian,,,
EVT2988,SES1563,Menu Opened,3,2024-06-06 00:05:00,Dominos,North Indian,,,
EVT2989,SES1563,Order Placed,5,2024-06-06 00:10:00,McDonalds,South Indian,630.73,,
EVT2990,SES1564,App Opened,1,2024-09-08 00:03:00,,,,,
EVT2991,SES1564,Restaurant Viewed,2,2024-09-08 00:05:00,Box8,Biryani,,,
EVT2992,SES1564,Item Added to Cart,4,2024-09-08 00:06:00,Paradise Biryani,Chinese,,,
EVT2993,SES1564,Payment Completed,6,2024-09-08 00:12:00,Burger King,South Indian,794.33,Credit Card,
EVT2994,SES1564,Order Delivered,7,2024-09-08 00:13:00,Faasos,Pizza,424.66,Debit Card,21
EVT2995,SES1565,App Opened,1,2024-04-28 00:03:00,,,,,
EVT2996,SES1565,Menu Opened,3,2024-04-28 00:07:00,Haldirams,Chinese,,,
EVT2997,SES1565,Item Added to Cart,4,2024-04-28 00:09:00,Box8,South Indian,,,
EVT2998,SES1566,App Opened,1,2024-02-18 00:03:00,,,,,
EVT2999,SES1566,Restaurant Viewed,2,2024-02-18 00:05:00,Wow Momo,Fast Food,,,
EVT3000,SES1566,Item Added to Cart,4,2024-02-18 00:06:00,Burger King,Beverages,,,
EVT3001,SES1566,Order Placed,5,2024-02-18 00:10:00,Burger King,Fast Food,547.08,,
EVT3002,SES1567,App Opened,1,2024-12-05 00:03:00,,,,,
EVT3003,SES1567,Restaurant Viewed,2,2024-12-05 00:02:00,Box8,South Indian,,,
EVT3004,SES1568,App Opened,1,2024-07-20 00:00:00,,,,,
EVT3005,SES1568,Item Added to Cart,4,2024-07-20 00:09:00,Barbeque Nation,North Indian,,,
EVT3006,SES1568,Payment Completed,6,2024-07-20 00:12:00,McDonalds,Biryani,667.3,Credit Card,
EVT3007,SES1569,App Opened,1,2024-02-08 00:00:00,,,,,
EVT3008,SES1569,Menu Opened,3,2024-02-08 00:07:00,Barbeque Nation,Biryani,,,
EVT3009,SES1569,Item Added to Cart,4,2024-02-08 00:06:00,Barbeque Nation,Fast Food,,,
EVT3010,SES1569,Order Placed,5,2024-02-08 00:08:00,McDonalds,South Indian,341.02,,
EVT3011,SES1569,Payment Completed,6,2024-02-08 00:12:00,Paradise Biryani,Fast Food,719.65,Credit Card,
EVT3012,SES1570,App Opened,1,2024-02-24 00:00:00,,,,,
EVT3013,SES1570,Restaurant Viewed,2,2024-02-24 00:04:00,Barbeque Nation,South Indian,,,
EVT3014,SES1571,App Opened,1,2024-03-02 00:02:00,,,,,
EVT3015,SES1571,Restaurant Viewed,2,2024-03-02 00:05:00,Burger King,Biryani,,,
EVT3016,SES1571,Item Added to Cart,4,2024-03-02 00:08:00,Barbeque Nation,North Indian,,,
EVT3017,SES1571,Order Placed,5,2024-03-02 00:08:00,Box8,North Indian,156.92,,
EVT3018,SES1572,App Opened,1,2024-05-15 00:00:00,,,,,
EVT3019,SES1572,Restaurant Viewed,2,2024-05-15 00:03:00,Dominos,Fast Food,,,
EVT3020,SES1572,Menu Opened,3,2024-05-15 00:04:00,Burger King,Beverages,,,
EVT3021,SES1572,Item Added to Cart,4,2024-05-15 00:07:00,McDonalds,Pizza,,,
EVT3022,SES1572,Payment Completed,6,2024-05-15 00:12:00,Box8,Pizza,434.71,Credit Card,
EVT3023,SES1572,Order Delivered,7,2024-05-15 00:13:00,Box8,Desserts,218.58,Wallet,38
EVT3024,SES1573,App Opened,1,2024-12-22 00:03:00,,,,,
EVT3025,SES1573,Menu Opened,3,2024-12-22 00:06:00,Barbeque Nation,Pizza,,,
EVT3026,SES1574,App Opened,1,2024-12-30 00:00:00,,,,,
EVT3027,SES1574,Menu Opened,3,2024-12-30 00:05:00,Barbeque Nation,Chinese,,,
EVT3028,SES1575,App Opened,1,2024-06-02 00:00:00,,,,,
EVT3029,SES1575,Restaurant Viewed,2,2024-06-02 00:03:00,Burger King,South Indian,,,
EVT3030,SES1575,Item Added to Cart,4,2024-06-02 00:07:00,Barbeque Nation,South Indian,,,
EVT3031,SES1576,App Opened,1,2024-10-11 00:00:00,,,,,
EVT3032,SES1576,Restaurant Viewed,2,2024-10-11 00:04:00,Haldirams,Beverages,,,
EVT3033,SES1576,Menu Opened,3,2024-10-11 00:04:00,Paradise Biryani,Fast Food,,,
EVT3034,SES1577,App Opened,1,2024-03-03 00:01:00,,,,,
EVT3035,SES1577,Restaurant Viewed,2,2024-03-03 00:04:00,Haldirams,Pizza,,,
EVT3036,SES1577,Menu Opened,3,2024-03-03 00:06:00,Wow Momo,North Indian,,,
EVT3037,SES1577,Item Added to Cart,4,2024-03-03 00:09:00,Chai Point,Chinese,,,
EVT3038,SES1577,Order Placed,5,2024-03-03 00:08:00,Chai Point,Biryani,226.76,,
EVT3039,SES1577,Payment Completed,6,2024-03-03 00:12:00,McDonalds,Biryani,281.12,Cash on Delivery,
EVT3040,SES1578,App Opened,1,2024-07-24 00:00:00,,,,,
EVT3041,SES1578,Restaurant Viewed,2,2024-07-24 00:04:00,Barbeque Nation,Pizza,,,
EVT3042,SES1578,Menu Opened,3,2024-07-24 00:06:00,Chai Point,Desserts,,,
EVT3043,SES1578,Item Added to Cart,4,2024-07-24 00:09:00,Haldirams,Beverages,,,
EVT3044,SES1578,Payment Completed,6,2024-07-24 00:11:00,Chai Point,Desserts,237.59,Wallet,
EVT3045,SES1579,App Opened,1,2024-01-12 00:00:00,,,,,
EVT3046,SES1579,Restaurant Viewed,2,2024-01-12 00:04:00,Faasos,Biryani,,,
EVT3047,SES1579,Item Added to Cart,4,2024-01-12 00:08:00,Wow Momo,North Indian,,,
EVT3048,SES1579,Order Placed,5,2024-01-12 00:08:00,Haldirams,Biryani,261.51,,
EVT3049,SES1579,Payment Completed,6,2024-01-12 00:11:00,Chai Point,North Indian,187.35,UPI,
EVT3050,SES1580,App Opened,1,2024-02-17 00:03:00,,,,,
EVT3051,SES1580,Restaurant Viewed,2,2024-02-17 00:02:00,Chai Point,Pizza,,,
EVT3052,SES1580,Menu Opened,3,2024-02-17 00:06:00,Wow Momo,Biryani,,,
EVT3053,SES1580,Order Placed,5,2024-02-17 00:09:00,Wow Momo,Fast Food,149.18,,
EVT3054,SES1580,Order Delivered,7,2024-02-17 00:13:00,Paradise Biryani,North Indian,697.61,Debit Card,50
EVT3055,SES1581,App Opened,1,2024-03-27 00:02:00,,,,,
EVT3056,SES1581,Restaurant Viewed,2,2024-03-27 00:05:00,Faasos,North Indian,,,
EVT3057,SES1581,Item Added to Cart,4,2024-03-27 00:07:00,Haldirams,Desserts,,,
EVT3058,SES1581,Payment Completed,6,2024-03-27 00:13:00,Faasos,South Indian,153.88,Wallet,
EVT3059,SES1582,App Opened,1,2024-12-15 00:01:00,,,,,
EVT3060,SES1582,Restaurant Viewed,2,2024-12-15 00:02:00,Burger King,Biryani,,,
EVT3061,SES1582,Menu Opened,3,2024-12-15 00:07:00,Dominos,Biryani,,,
EVT3062,SES1582,Order Delivered,7,2024-12-15 00:13:00,Box8,South Indian,147.33,Debit Card,58
EVT3063,SES1583,App Opened,1,2024-05-20 00:01:00,,,,,
EVT3064,SES1583,Restaurant Viewed,2,2024-05-20 00:04:00,Faasos,Chinese,,,
EVT3065,SES1583,Order Placed,5,2024-05-20 00:11:00,Haldirams,Desserts,718.98,,
EVT3066,SES1583,Payment Completed,6,2024-05-20 00:11:00,Box8,Biryani,80.07,Debit Card,
EVT3067,SES1584,App Opened,1,2024-11-13 00:01:00,,,,,
EVT3068,SES1584,Restaurant Viewed,2,2024-11-13 00:02:00,Box8,North Indian,,,
EVT3069,SES1584,Item Added to Cart,4,2024-11-13 00:07:00,Haldirams,North Indian,,,
EVT3070,SES1584,Payment Completed,6,2024-11-13 00:11:00,Haldirams,Chinese,292.4,UPI,
EVT3071,SES1585,App Opened,1,2024-09-02 00:01:00,,,,,
EVT3072,SES1585,Restaurant Viewed,2,2024-09-02 00:03:00,Paradise Biryani,Biryani,,,
EVT3073,SES1585,Order Delivered,7,2024-09-02 00:15:00,Burger King,Chinese,349.67,Wallet,31
EVT3074,SES1586,App Opened,1,2024-08-02 00:03:00,,,,,
EVT3075,SES1586,Restaurant Viewed,2,2024-08-02 00:03:00,Haldirams,South Indian,,,
EVT3076,SES1586,Menu Opened,3,2024-08-02 00:04:00,Wow Momo,Pizza,,,
EVT3077,SES1586,Order Placed,5,2024-08-02 00:10:00,Chai Point,Chinese,676.72,,
EVT3078,SES1587,App Opened,1,2024-07-02 00:03:00,,,,,
EVT3079,SES1587,Restaurant Viewed,2,2024-07-02 00:05:00,Barbeque Nation,Fast Food,,,
EVT3080,SES1587,Menu Opened,3,2024-07-02 00:05:00,Burger King,Pizza,,,
EVT3081,SES1587,Item Added to Cart,4,2024-07-02 00:09:00,Faasos,Beverages,,,
EVT3082,SES1587,Order Delivered,7,2024-07-02 00:13:00,Burger King,Pizza,610.64,Wallet,27
EVT3083,SES1588,App Opened,1,2024-09-14 00:03:00,,,,,
EVT3084,SES1588,Order Placed,5,2024-09-14 00:09:00,Faasos,Pizza,655.24,,
EVT3085,SES1588,Payment Completed,6,2024-09-14 00:10:00,Faasos,South Indian,253.88,Wallet,
EVT3086,SES1588,Order Delivered,7,2024-09-14 00:12:00,Barbeque Nation,Biryani,319.09,Credit Card,31
EVT3087,SES1589,App Opened,1,2024-06-12 00:03:00,,,,,
EVT3088,SES1589,Menu Opened,3,2024-06-12 00:05:00,Dominos,Chinese,,,
EVT3089,SES1589,Order Placed,5,2024-06-12 00:08:00,Paradise Biryani,Beverages,198.54,,
EVT3090,SES1590,App Opened,1,2024-09-28 00:00:00,,,,,
EVT3091,SES1590,Order Delivered,7,2024-09-28 00:13:00,Box8,South Indian,139.5,Credit Card,50
EVT3092,SES1591,App Opened,1,2024-05-06 00:00:00,,,,,
EVT3093,SES1591,Restaurant Viewed,2,2024-05-06 00:04:00,Burger King,North Indian,,,
EVT3094,SES1592,App Opened,1,2024-10-21 00:02:00,,,,,
EVT3095,SES1592,Menu Opened,3,2024-10-21 00:04:00,Faasos,Chinese,,,
EVT3096,SES1593,App Opened,1,2024-10-30 00:00:00,,,,,
EVT3097,SES1593,Restaurant Viewed,2,2024-10-30 00:04:00,Faasos,North Indian,,,
EVT3098,SES1593,Menu Opened,3,2024-10-30 00:07:00,Burger King,Desserts,,,
EVT3099,SES1593,Order Placed,5,2024-10-30 00:08:00,Burger King,Biryani,717.77,,
EVT3100,SES1594,App Opened,1,2024-12-24 00:02:00,,,,,
EVT3101,SES1594,Restaurant Viewed,2,2024-12-24 00:05:00,Wow Momo,South Indian,,,
EVT3102,SES1594,Menu Opened,3,2024-12-24 00:05:00,Barbeque Nation,Pizza,,,
EVT3103,SES1594,Payment Completed,6,2024-12-24 00:12:00,McDonalds,Desserts,605.31,Wallet,
EVT3104,SES1595,App Opened,1,2024-04-06 00:00:00,,,,,
EVT3105,SES1595,Restaurant Viewed,2,2024-04-06 00:03:00,Wow Momo,Beverages,,,
EVT3106,SES1595,Order Placed,5,2024-04-06 00:09:00,McDonalds,South Indian,123.71,,
EVT3107,SES1596,App Opened,1,2024-01-20 00:02:00,,,,,
EVT3108,SES1596,Menu Opened,3,2024-01-20 00:04:00,Barbeque Nation,Biryani,,,
EVT3109,SES1597,App Opened,1,2024-09-26 00:01:00,,,,,
EVT3110,SES1597,Restaurant Viewed,2,2024-09-26 00:05:00,Haldirams,South Indian,,,
EVT3111,SES1597,Menu Opened,3,2024-09-26 00:05:00,McDonalds,South Indian,,,
EVT3112,SES1597,Item Added to Cart,4,2024-09-26 00:09:00,Box8,Biryani,,,
EVT3113,SES1598,App Opened,1,2024-06-23 00:02:00,,,,,
EVT3114,SES1598,Restaurant Viewed,2,2024-06-23 00:03:00,Burger King,Pizza,,,
EVT3115,SES1598,Order Placed,5,2024-06-23 00:11:00,Haldirams,South Indian,302.9,,
EVT3116,SES1598,Order Delivered,7,2024-06-23 00:12:00,Wow Momo,Biryani,760.73,Cash on Delivery,30
EVT3117,SES1599,App Opened,1,2024-10-27 00:02:00,,,,,
EVT3118,SES1599,Item Added to Cart,4,2024-10-27 00:09:00,Haldirams,Fast Food,,,
EVT3119,SES1600,App Opened,1,2024-07-10 00:00:00,,,,,
EVT3120,SES1600,Restaurant Viewed,2,2024-07-10 00:05:00,Wow Momo,Biryani,,,
EVT3121,SES1600,Menu Opened,3,2024-07-10 00:06:00,Barbeque Nation,North Indian,,,
EVT3122,SES1601,App Opened,1,2024-06-14 00:01:00,,,,,
EVT3123,SES1601,Menu Opened,3,2024-06-14 00:05:00,Chai Point,North Indian,,,
EVT3124,SES1602,App Opened,1,2024-06-11 00:02:00,,,,,
EVT3125,SES1602,Restaurant Viewed,2,2024-06-11 00:03:00,Haldirams,Fast Food,,,
EVT3126,SES1602,Menu Opened,3,2024-06-11 00:06:00,Box8,Fast Food,,,
EVT3127,SES1602,Order Placed,5,2024-06-11 00:09:00,McDonalds,South Indian,144.84,,
EVT3128,SES1603,App Opened,1,2024-12-06 00:00:00,,,,,
EVT3129,SES1603,Restaurant Viewed,2,2024-12-06 00:03:00,Haldirams,South Indian,,,
EVT3130,SES1603,Item Added to Cart,4,2024-12-06 00:07:00,McDonalds,Desserts,,,
EVT3131,SES1603,Order Delivered,7,2024-12-06 00:15:00,Burger King,South Indian,768.47,Wallet,52
EVT3132,SES1604,App Opened,1,2024-03-31 00:02:00,,,,,
EVT3133,SES1604,Menu Opened,3,2024-03-31 00:07:00,Faasos,North Indian,,,
EVT3134,SES1604,Item Added to Cart,4,2024-03-31 00:07:00,Haldirams,North Indian,,,
EVT3135,SES1604,Payment Completed,6,2024-03-31 00:10:00,Paradise Biryani,Desserts,160.65,Credit Card,
EVT3136,SES1605,App Opened,1,2024-11-04 00:00:00,,,,,
EVT3137,SES1605,Restaurant Viewed,2,2024-11-04 00:05:00,Paradise Biryani,Beverages,,,
EVT3138,SES1606,App Opened,1,2024-03-13 00:03:00,,,,,
EVT3139,SES1607,App Opened,1,2024-03-26 00:00:00,,,,,
EVT3140,SES1607,Restaurant Viewed,2,2024-03-26 00:02:00,Dominos,Biryani,,,
EVT3141,SES1607,Menu Opened,3,2024-03-26 00:06:00,Haldirams,Pizza,,,
EVT3142,SES1607,Item Added to Cart,4,2024-03-26 00:09:00,Paradise Biryani,North Indian,,,
EVT3143,SES1608,App Opened,1,2024-04-17 00:01:00,,,,,
EVT3144,SES1608,Order Placed,5,2024-04-17 00:11:00,Barbeque Nation,Fast Food,323.14,,
EVT3145,SES1608,Payment Completed,6,2024-04-17 00:12:00,Burger King,Biryani,173.64,Wallet,
EVT3146,SES1609,App Opened,1,2024-01-01 00:02:00,,,,,
EVT3147,SES1609,Restaurant Viewed,2,2024-01-01 00:04:00,Haldirams,Beverages,,,
EVT3148,SES1609,Item Added to Cart,4,2024-01-01 00:06:00,Faasos,South Indian,,,
EVT3149,SES1609,Order Placed,5,2024-01-01 00:09:00,Wow Momo,North Indian,755.97,,
EVT3150,SES1610,App Opened,1,2024-07-30 00:01:00,,,,,
EVT3151,SES1610,Restaurant Viewed,2,2024-07-30 00:05:00,Box8,South Indian,,,
EVT3152,SES1610,Order Delivered,7,2024-07-30 00:13:00,Dominos,Chinese,632.67,Debit Card,41
EVT3153,SES1611,App Opened,1,2024-09-02 00:03:00,,,,,
EVT3154,SES1611,Restaurant Viewed,2,2024-09-02 00:03:00,Wow Momo,South Indian,,,
EVT3155,SES1611,Menu Opened,3,2024-09-02 00:07:00,Wow Momo,Chinese,,,
EVT3156,SES1612,App Opened,1,2024-05-30 00:00:00,,,,,
EVT3157,SES1612,Restaurant Viewed,2,2024-05-30 00:02:00,Faasos,Beverages,,,
EVT3158,SES1612,Item Added to Cart,4,2024-05-30 00:07:00,Chai Point,Chinese,,,
EVT3159,SES1612,Payment Completed,6,2024-05-30 00:12:00,Box8,South Indian,118.45,Debit Card,
EVT3160,SES1613,App Opened,1,2024-06-24 00:00:00,,,,,
EVT3161,SES1613,Restaurant Viewed,2,2024-06-24 00:02:00,Barbeque Nation,Biryani,,,
EVT3162,SES1613,Menu Opened,3,2024-06-24 00:04:00,Chai Point,Biryani,,,
EVT3163,SES1613,Order Placed,5,2024-06-24 00:11:00,Box8,Desserts,706.1,,
EVT3164,SES1614,App Opened,1,2024-02-17 00:03:00,,,,,
EVT3165,SES1614,Restaurant Viewed,2,2024-02-17 00:04:00,McDonalds,Fast Food,,,
EVT3166,SES1614,Menu Opened,3,2024-02-17 00:05:00,McDonalds,Fast Food,,,
EVT3167,SES1614,Order Placed,5,2024-02-17 00:10:00,Box8,Pizza,766.37,,
EVT3168,SES1614,Order Delivered,7,2024-02-17 00:13:00,Barbeque Nation,Chinese,638.91,Cash on Delivery,45
EVT3169,SES1615,App Opened,1,2024-01-16 00:00:00,,,,,
EVT3170,SES1615,Restaurant Viewed,2,2024-01-16 00:02:00,Faasos,Beverages,,,
EVT3171,SES1615,Menu Opened,3,2024-01-16 00:04:00,Chai Point,Desserts,,,
EVT3172,SES1615,Order Placed,5,2024-01-16 00:11:00,McDonalds,Pizza,302.84,,
EVT3173,SES1616,App Opened,1,2024-01-28 00:01:00,,,,,
EVT3174,SES1616,Restaurant Viewed,2,2024-01-28 00:04:00,Haldirams,Chinese,,,
EVT3175,SES1616,Order Placed,5,2024-01-28 00:10:00,Burger King,Fast Food,771.21,,
EVT3176,SES1616,Order Delivered,7,2024-01-28 00:13:00,Box8,Desserts,325.76,Wallet,29
EVT3177,SES1617,App Opened,1,2024-12-22 00:02:00,,,,,
EVT3178,SES1617,Restaurant Viewed,2,2024-12-22 00:03:00,Wow Momo,Biryani,,,
EVT3179,SES1617,Menu Opened,3,2024-12-22 00:07:00,Box8,Desserts,,,
EVT3180,SES1617,Item Added to Cart,4,2024-12-22 00:06:00,Haldirams,North Indian,,,
EVT3181,SES1617,Order Delivered,7,2024-12-22 00:13:00,Haldirams,Fast Food,491.49,UPI,36
EVT3182,SES1618,App Opened,1,2024-01-26 00:02:00,,,,,
EVT3183,SES1618,Restaurant Viewed,2,2024-01-26 00:03:00,Haldirams,Biryani,,,
